assessment_score,current_proficiency,required_proficiency,gap_percent,project_count,certification_count,role_importance,skill_category,gap_level
12.02,5.96,61.87,90.37,1,0,0.979,Data Science,HIGH
21.62,11.62,72.6,84.0,0,1,0.862,Testing,HIGH
23.99,8.7,71.82,87.89,0,0,1.0,General,HIGH
100.0,89.43,69.96,0.0,1,0,0.8,Backend,LOW
73.42,75.66,88.47,14.48,2,3,1.0,DevOps,LOW
20.09,29.19,71.18,59.0,1,0,0.791,Software Engineering,HIGH
29.66,23.99,79.38,69.78,0,0,0.809,Testing,HIGH
58.52,52.76,70.3,24.95,0,0,0.74,Software Engineering,MEDIUM
22.75,25.15,82.84,69.64,2,0,0.962,DevOps,HIGH
28.25,16.22,58.27,72.16,0,0,0.725,Security,HIGH
21.53,19.33,65.7,70.58,0,2,0.783,General,HIGH
64.22,71.79,86.12,16.64,1,0,0.89,Data Science,LOW
65.27,56.78,72.61,21.81,3,1,1.0,DevOps,MEDIUM
55.63,57.55,71.88,19.94,1,1,0.898,Data Science,LOW
15.73,22.96,68.68,66.57,0,0,0.982,DevOps,HIGH
47.14,47.29,78.8,39.99,0,0,1.0,Database,MEDIUM
83.09,78.5,69.91,0.0,2,0,0.91,Software Engineering,LOW
44.89,46.13,84.37,45.32,2,1,0.866,Database,MEDIUM
44.42,52.25,82.72,36.84,2,0,0.75,DevOps,MEDIUM
14.77,28.27,70.18,59.72,0,1,1.0,Security,HIGH
30.55,29.12,59.06,50.69,4,0,1.0,DevOps,HIGH
53.54,62.48,79.46,21.37,1,0,0.757,General,MEDIUM
68.19,60.84,82.97,26.68,2,1,0.811,Database,MEDIUM
7.22,16.41,63.58,74.18,1,1,1.0,Backend,HIGH
47.28,50.52,77.54,34.85,2,1,1.0,Data Science,MEDIUM
4.02,24.28,63.49,61.76,1,0,1.0,Data Science,HIGH
66.01,69.23,77.33,10.47,2,0,1.0,Testing,LOW
26.68,38.28,69.66,45.05,0,2,0.987,Data Science,MEDIUM
50.46,41.65,60.53,31.19,2,1,0.639,General,MEDIUM
28.31,25.97,69.04,62.39,0,1,0.615,Software Engineering,HIGH
31.86,38.3,66.06,42.03,0,0,0.743,Security,MEDIUM
4.43,24.42,69.96,65.09,0,0,0.976,Database,HIGH
78.43,63.26,71.51,11.55,3,0,1.0,Programming,LOW
17.63,19.38,82.77,76.59,0,0,1.0,Backend,HIGH
21.83,20.78,56.52,63.22,0,0,0.705,General,HIGH
45.58,34.49,68.82,49.88,0,0,0.807,Data Science,MEDIUM
49.78,57.11,69.49,17.81,1,0,1.0,Data Science,LOW
26.14,37.37,82.97,54.95,1,0,1.0,Security,HIGH
33.27,37.23,69.02,46.06,1,1,0.871,Programming,MEDIUM
79.48,65.78,89.77,26.72,3,1,0.79,Testing,MEDIUM
50.7,49.44,60.32,18.04,0,1,1.0,DevOps,LOW
59.1,63.27,88.94,28.86,0,0,0.858,Software Engineering,MEDIUM
84.17,71.42,77.11,7.38,0,1,1.0,General,LOW
40.94,49.56,65.01,23.77,3,0,0.852,Database,MEDIUM
63.32,43.22,65.1,33.61,0,0,0.679,General,MEDIUM
57.17,60.05,69.74,13.9,1,1,1.0,Artificial Intelligence,LOW
61.09,60.68,81.96,25.97,0,0,0.827,DevOps,MEDIUM
80.52,68.05,83.59,18.59,2,0,0.947,Programming,LOW
21.75,4.75,58.48,91.88,0,0,0.96,Data Science,HIGH
12.2,17.96,56.09,67.99,1,0,0.662,Software Engineering,HIGH
73.5,58.28,77.14,24.45,4,1,1.0,General,MEDIUM
20.46,24.25,62.79,61.38,1,0,0.756,Security,HIGH
25.88,32.33,76.33,57.65,0,1,0.697,Data Science,HIGH
75.71,69.63,78.04,10.77,2,2,1.0,Artificial Intelligence,LOW
33.5,18.32,59.17,69.05,1,0,0.886,General,HIGH
13.53,15.42,76.77,79.91,3,1,1.0,Programming,HIGH
35.61,37.95,77.82,51.24,1,1,0.946,DevOps,HIGH
53.34,59.95,73.26,18.18,3,1,0.857,Backend,LOW
51.48,48.75,59.18,17.61,4,1,0.924,Artificial Intelligence,LOW
54.69,57.63,84.98,32.19,0,0,0.976,Security,MEDIUM
59.45,62.6,89.45,30.02,2,1,0.897,DevOps,MEDIUM
96.72,90.0,98.36,8.49,0,2,1.0,Security,LOW
55.78,63.21,77.48,18.42,1,2,0.89,Security,LOW
69.43,75.26,63.3,0.0,1,0,0.951,General,LOW
15.74,25.77,70.32,63.35,1,1,0.763,Security,HIGH
67.17,68.02,70.2,3.1,3,1,0.96,Testing,LOW
30.99,33.27,88.56,62.43,2,2,0.973,Software Engineering,HIGH
7.26,18.04,74.96,75.93,0,0,0.814,Testing,HIGH
24.14,26.44,82.17,67.82,1,0,0.739,Artificial Intelligence,HIGH
57.11,57.96,69.43,16.51,1,0,0.796,Testing,LOW
46.1,47.8,79.11,39.58,4,0,1.0,Software Engineering,MEDIUM
93.16,87.84,72.2,0.0,2,0,0.934,Backend,LOW
0.38,5.66,71.88,92.13,0,2,0.7,DevOps,HIGH
30.22,38.56,70.8,45.54,0,1,0.809,Backend,MEDIUM
64.4,59.71,73.45,18.71,0,1,0.901,Backend,LOW
41.81,49.76,78.69,36.77,1,0,0.878,Database,MEDIUM
24.7,24.42,60.86,59.87,2,0,0.614,Artificial Intelligence,HIGH
34.01,38.03,78.23,51.38,0,2,0.989,Data Science,HIGH
2.64,5.84,66.82,91.26,1,1,0.932,Software Engineering,HIGH
38.43,36.2,66.96,45.93,1,0,1.0,General,MEDIUM
56.49,54.11,63.78,15.16,2,0,0.87,DevOps,LOW
21.26,8.39,82.83,89.87,0,1,1.0,Artificial Intelligence,HIGH
47.67,56.53,65.8,14.09,0,1,0.917,Programming,LOW
9.36,10.93,65.38,83.29,0,0,0.899,Software Engineering,HIGH
27.45,29.16,78.28,62.75,0,1,1.0,DevOps,HIGH
100.0,90.99,85.23,0.0,1,1,1.0,Database,LOW
40.29,52.55,64.78,18.87,2,0,0.876,DevOps,LOW
31.18,25.59,60.39,57.62,3,2,0.77,Testing,HIGH
72.02,65.74,69.28,5.1,2,0,0.925,General,LOW
61.29,50.69,90.92,44.25,0,1,0.831,Security,MEDIUM
1.29,13.28,78.08,82.99,3,0,0.889,DevOps,HIGH
73.74,76.51,86.84,11.9,0,0,0.757,Programming,LOW
10.01,8.56,76.02,88.74,0,0,1.0,Software Engineering,HIGH
58.87,58.39,82.1,28.88,1,0,1.0,Testing,MEDIUM
55.14,52.1,72.2,27.84,2,0,1.0,Database,MEDIUM
55.8,58.43,70.78,17.45,1,1,0.943,Database,LOW
28.13,28.88,60.35,52.16,3,3,0.771,General,HIGH
34.54,14.66,77.06,80.98,1,0,1.0,DevOps,HIGH
30.66,40.86,65.62,37.73,2,0,0.846,Artificial Intelligence,MEDIUM
23.81,19.38,73.94,73.79,0,0,0.884,Backend,HIGH
65.09,61.54,63.92,3.72,2,0,0.696,Security,LOW
41.33,28.18,53.38,47.2,1,1,0.943,General,MEDIUM
17.49,23.57,71.2,66.89,0,1,0.935,General,HIGH
29.07,28.13,92.6,69.63,0,0,0.919,Database,HIGH
13.01,16.86,79.37,78.76,0,0,1.0,Database,HIGH
65.33,75.21,88.48,14.99,0,0,0.865,Data Science,LOW
42.86,35.96,87.79,59.04,0,0,0.83,Security,HIGH
36.02,36.27,67.29,46.11,2,0,1.0,Artificial Intelligence,MEDIUM
50.59,47.44,81.16,41.54,1,2,0.976,General,MEDIUM
62.28,64.17,61.92,0.0,3,0,0.992,Security,LOW
48.8,61.1,79.02,22.68,1,0,0.883,Data Science,MEDIUM
46.34,41.27,74.89,44.9,1,0,0.916,DevOps,MEDIUM
30.73,23.85,88.49,73.04,0,1,1.0,Software Engineering,HIGH
85.35,86.26,69.21,0.0,4,2,1.0,Artificial Intelligence,LOW
32.72,23.02,60.16,61.73,2,1,0.791,Software Engineering,HIGH
52.32,61.0,73.29,16.78,1,0,1.0,Security,LOW
9.0,18.27,64.83,71.82,0,0,0.798,Programming,HIGH
48.2,55.25,80.46,31.34,2,0,1.0,Security,MEDIUM
49.06,47.83,77.75,38.48,1,2,0.995,Software Engineering,MEDIUM
53.01,71.87,68.95,0.0,2,1,0.838,Programming,LOW
31.06,33.06,57.41,42.42,1,0,1.0,Backend,MEDIUM
70.62,61.45,60.1,0.0,1,0,0.988,Data Science,LOW
35.45,40.23,73.78,45.47,0,1,0.941,Backend,MEDIUM
59.84,60.63,61.37,1.2,2,0,1.0,Security,LOW
47.15,50.98,68.23,25.29,2,0,1.0,DevOps,MEDIUM
51.74,65.4,63.72,0.0,3,3,1.0,General,LOW
19.2,27.09,66.95,59.54,2,1,0.684,Backend,HIGH
0.0,0.0,75.95,100.0,0,0,0.815,Artificial Intelligence,HIGH
37.07,35.9,66.72,46.19,0,2,0.812,Artificial Intelligence,MEDIUM
37.99,41.84,65.2,35.83,2,0,0.513,Artificial Intelligence,MEDIUM
55.24,55.57,84.76,34.44,0,0,1.0,Artificial Intelligence,MEDIUM
87.45,76.6,95.46,19.75,1,1,1.0,Backend,LOW
54.33,43.4,65.22,33.46,1,0,0.853,Data Science,MEDIUM
4.73,0.0,65.66,100.0,2,0,1.0,Security,HIGH
44.32,32.92,71.59,54.01,0,0,1.0,Backend,HIGH
4.34,14.31,77.71,81.59,2,0,1.0,Software Engineering,HIGH
16.48,20.67,74.17,72.14,0,0,0.707,Programming,HIGH
0.0,6.41,74.19,91.37,2,0,1.0,Database,HIGH
21.26,19.78,84.23,76.52,1,0,0.933,Data Science,HIGH
26.15,38.37,79.64,51.82,0,0,0.782,Programming,HIGH
33.15,38.9,63.66,38.9,0,0,0.935,Data Science,MEDIUM
69.76,63.9,71.46,10.58,0,0,0.955,Artificial Intelligence,LOW
49.69,48.85,56.03,12.82,2,0,0.693,Artificial Intelligence,LOW
36.74,28.45,62.67,54.6,1,0,1.0,Testing,HIGH
87.72,96.95,88.77,0.0,2,2,0.752,Database,LOW
47.16,39.52,62.46,36.73,2,0,0.564,Backend,MEDIUM
55.22,57.21,71.34,19.8,0,2,0.749,DevOps,LOW
28.66,31.94,83.2,61.61,1,0,1.0,Testing,HIGH
25.91,25.14,91.75,72.6,0,0,0.961,General,HIGH
26.46,18.5,56.26,67.11,0,0,0.878,Testing,HIGH
29.08,36.84,80.63,54.31,2,0,0.99,Data Science,HIGH
8.6,14.09,63.14,77.69,2,0,0.678,DevOps,HIGH
59.81,50.03,67.78,26.18,1,0,1.0,Security,MEDIUM
92.44,81.88,77.54,0.0,0,3,0.886,Programming,LOW
39.17,40.01,68.92,41.95,3,1,0.874,Database,MEDIUM
61.53,50.57,77.19,34.49,2,0,0.87,Software Engineering,MEDIUM
67.06,64.94,77.42,16.12,1,0,1.0,Data Science,LOW
56.75,54.27,73.51,26.17,1,3,0.811,Programming,MEDIUM
25.42,24.62,54.51,54.83,2,0,1.0,Security,HIGH
20.51,25.26,80.37,68.57,1,0,0.814,DevOps,HIGH
42.14,30.95,73.3,57.77,1,0,0.78,Backend,HIGH
14.88,21.32,55.75,61.75,2,0,1.0,Testing,HIGH
89.02,84.9,87.95,3.46,0,2,0.833,Data Science,LOW
77.69,81.38,80.43,0.0,1,0,0.946,Testing,LOW
53.72,56.71,62.24,8.88,3,1,1.0,Database,LOW
42.71,34.1,72.94,53.25,1,1,0.885,Programming,HIGH
37.78,39.28,59.18,33.63,0,1,0.983,Data Science,MEDIUM
23.46,19.55,67.12,70.88,2,0,0.731,General,HIGH
12.4,19.7,72.79,72.93,1,0,0.863,Backend,HIGH
74.66,70.69,84.33,16.18,1,0,1.0,Testing,LOW
15.6,14.26,69.58,79.5,2,0,1.0,Testing,HIGH
47.84,49.3,66.27,25.62,2,1,1.0,DevOps,MEDIUM
40.11,39.05,80.55,51.52,1,0,0.936,General,HIGH
24.94,32.61,79.86,59.17,1,0,1.0,Database,HIGH
50.07,44.48,80.23,44.56,1,0,0.854,Security,MEDIUM
19.53,25.03,66.05,62.11,3,1,0.749,Database,HIGH
73.11,66.64,70.23,5.11,1,0,0.93,Database,LOW
72.9,77.43,55.58,0.0,0,0,0.9,General,LOW
70.63,70.73,83.8,15.6,0,0,0.908,Software Engineering,LOW
38.83,37.26,74.38,49.9,1,1,0.867,Data Science,MEDIUM
88.03,86.2,88.33,2.41,2,0,0.912,Artificial Intelligence,LOW
46.4,62.56,72.64,13.88,0,3,0.932,Database,LOW
20.79,23.27,75.32,69.11,0,0,0.948,Database,HIGH
73.8,77.09,67.15,0.0,2,0,0.927,Artificial Intelligence,LOW
31.95,36.26,64.47,43.76,3,0,0.824,Testing,MEDIUM
33.65,56.31,80.52,30.07,4,1,0.881,DevOps,MEDIUM
55.85,55.48,67.01,17.19,1,0,1.0,Database,LOW
42.41,30.55,66.97,54.38,0,0,0.766,Security,HIGH
33.96,54.94,66.58,17.48,0,2,0.689,Artificial Intelligence,LOW
76.95,85.39,79.62,0.0,3,2,0.859,Artificial Intelligence,LOW
77.75,83.34,65.69,0.0,2,0,0.777,General,LOW
0.0,3.98,64.14,93.79,0,0,0.815,DevOps,HIGH
37.35,27.17,70.17,61.28,0,0,0.731,Database,HIGH
54.84,44.89,58.44,23.18,3,2,0.827,Data Science,MEDIUM
65.82,59.67,76.74,22.24,1,0,1.0,Data Science,MEDIUM
45.95,48.14,79.47,39.43,3,0,0.89,DevOps,MEDIUM
28.39,12.42,40.0,68.95,1,0,0.674,General,HIGH
61.07,58.21,83.79,30.53,2,1,1.0,Software Engineering,MEDIUM
35.8,34.77,71.97,51.69,1,1,0.83,Testing,HIGH
49.49,52.75,65.39,19.33,1,1,0.77,Data Science,LOW
61.78,71.89,75.25,4.46,1,1,0.831,Testing,LOW
7.84,9.86,80.19,87.7,1,0,1.0,Software Engineering,HIGH
86.11,85.96,78.21,0.0,3,1,1.0,Software Engineering,LOW
37.95,49.99,70.33,28.93,2,0,0.9,Security,MEDIUM
25.7,26.9,79.08,65.99,0,0,0.848,Backend,HIGH
68.31,74.32,87.2,14.77,2,0,0.655,Artificial Intelligence,LOW
57.7,46.28,64.09,27.79,1,0,0.85,Backend,MEDIUM
75.98,65.42,80.46,18.7,2,0,0.895,Artificial Intelligence,LOW
35.22,48.88,85.44,42.79,3,1,1.0,General,MEDIUM
61.17,60.43,82.7,26.93,0,0,1.0,Security,MEDIUM
26.43,33.48,59.77,43.98,3,0,0.733,Security,MEDIUM
70.47,72.36,73.83,2.0,2,0,0.819,Backend,LOW
54.26,60.87,78.32,22.29,1,0,0.691,General,MEDIUM
73.13,77.31,75.54,0.0,0,2,0.851,Software Engineering,LOW
20.02,33.48,76.86,56.44,0,0,1.0,Database,HIGH
45.99,35.0,76.91,54.49,2,0,1.0,Data Science,HIGH
18.29,21.67,64.21,66.24,0,1,0.751,Software Engineering,HIGH
30.83,36.09,60.25,40.1,0,0,1.0,Artificial Intelligence,MEDIUM
40.46,48.6,62.71,22.5,1,2,0.753,Software Engineering,MEDIUM
46.27,35.66,69.8,48.91,2,0,1.0,Security,MEDIUM
59.81,56.88,76.99,26.12,2,0,1.0,Data Science,MEDIUM
47.25,51.26,76.48,32.98,1,0,0.84,Programming,MEDIUM
13.61,31.14,59.94,48.05,1,1,0.85,Backend,MEDIUM
66.6,71.35,74.84,4.66,3,1,0.649,Security,LOW
49.43,45.95,84.3,45.49,3,0,1.0,DevOps,MEDIUM
51.16,47.13,79.59,40.78,0,0,0.985,Programming,MEDIUM
45.5,43.73,82.47,46.98,2,1,0.951,General,MEDIUM
25.34,21.83,55.42,60.61,1,0,0.681,Backend,HIGH
27.19,26.03,62.59,58.41,2,1,0.934,General,HIGH
27.87,34.89,62.65,44.3,0,0,0.561,Software Engineering,MEDIUM
100.0,100.0,75.69,0.0,0,0,0.798,Data Science,LOW
42.88,32.13,70.15,54.2,2,0,1.0,General,HIGH
86.66,86.59,77.79,0.0,0,3,0.771,Data Science,LOW
47.06,47.52,71.24,33.29,0,0,0.812,General,MEDIUM
42.91,42.8,50.39,15.06,2,2,0.649,Database,LOW
33.44,27.72,70.85,60.88,0,0,1.0,DevOps,HIGH
62.9,69.89,75.33,7.23,1,0,0.966,General,LOW
30.77,36.08,67.88,46.85,3,1,0.621,Security,MEDIUM
41.74,36.07,58.27,38.1,0,0,0.852,Software Engineering,MEDIUM
26.13,41.34,54.84,24.61,4,0,0.65,Programming,MEDIUM
22.81,17.93,68.57,73.84,3,1,0.813,Security,HIGH
43.03,42.34,66.13,35.98,2,0,0.949,Artificial Intelligence,MEDIUM
12.46,23.59,53.43,55.85,0,0,1.0,Database,HIGH
57.22,62.02,74.5,16.75,0,0,1.0,Testing,LOW
72.9,72.28,81.53,11.34,3,1,0.892,Security,LOW
67.64,67.74,100.0,32.26,1,1,0.912,Security,MEDIUM
13.38,13.93,56.75,75.45,0,1,0.894,Security,HIGH
23.09,22.3,68.36,67.37,2,1,1.0,Data Science,HIGH
36.02,30.19,81.46,62.94,1,0,0.976,Backend,HIGH
31.65,34.91,75.02,53.46,1,1,0.985,Testing,HIGH
53.68,45.76,78.31,41.57,1,2,0.896,Database,MEDIUM
25.01,24.94,64.91,61.59,1,0,0.789,General,HIGH
58.57,47.33,68.13,30.53,0,2,0.731,Backend,MEDIUM
23.41,31.37,60.57,48.21,2,0,0.785,Security,MEDIUM
26.87,25.06,65.13,61.52,0,0,0.919,Testing,HIGH
68.72,67.01,71.43,6.2,2,0,0.967,DevOps,LOW
19.3,31.48,70.27,55.2,2,0,1.0,Testing,HIGH
75.25,68.63,66.76,0.0,1,0,0.937,Backend,LOW
51.85,47.82,72.49,34.03,0,0,0.985,Artificial Intelligence,MEDIUM
1.52,20.15,65.94,69.44,1,0,1.0,Artificial Intelligence,HIGH
53.74,57.53,61.41,6.33,3,0,0.937,Artificial Intelligence,LOW
54.89,57.05,81.55,30.05,1,0,0.89,Data Science,MEDIUM
48.62,44.54,80.24,44.49,3,1,0.952,Database,MEDIUM
3.99,15.86,71.53,77.83,0,0,0.751,Database,HIGH
13.57,19.56,72.09,72.87,3,1,0.956,Backend,HIGH
43.36,37.56,63.05,40.42,3,1,0.724,Software Engineering,MEDIUM
41.43,50.07,69.9,28.37,3,0,0.927,Software Engineering,MEDIUM
52.27,41.13,82.28,50.02,1,2,1.0,Database,HIGH
24.5,32.34,77.23,58.12,2,0,0.82,Database,HIGH
29.77,19.9,77.23,74.23,1,0,0.978,Programming,HIGH
25.69,21.37,78.97,72.94,0,0,0.98,Testing,HIGH
18.12,23.7,71.68,66.94,1,0,0.931,Database,HIGH
54.67,62.48,74.55,16.19,1,0,0.758,DevOps,LOW
34.81,27.49,78.17,64.83,0,0,1.0,Artificial Intelligence,HIGH
19.78,37.39,67.81,44.86,1,3,1.0,Backend,MEDIUM
33.04,35.83,81.3,55.92,2,0,0.715,Security,HIGH
31.02,20.12,63.48,68.31,2,0,0.764,Database,HIGH
71.45,74.34,67.11,0.0,4,2,0.789,Data Science,LOW
40.8,48.08,65.31,26.39,1,2,1.0,Database,MEDIUM
0.0,5.49,78.81,93.03,1,0,0.589,Artificial Intelligence,HIGH
59.33,70.61,68.82,0.0,2,2,0.946,DevOps,LOW
20.24,17.8,61.14,70.89,2,1,0.7,Data Science,HIGH
50.02,45.32,57.33,20.94,2,0,0.769,Artificial Intelligence,MEDIUM
26.58,26.31,67.44,60.98,3,0,0.807,Database,HIGH
27.48,32.97,63.83,48.35,0,1,0.826,General,MEDIUM
17.24,17.7,83.5,78.81,0,1,1.0,Software Engineering,HIGH
18.51,12.47,63.2,80.27,1,1,0.873,Backend,HIGH
38.67,39.48,85.99,54.09,1,0,0.842,Programming,HIGH
15.09,30.93,68.77,55.02,2,2,0.868,Backend,HIGH
28.63,31.62,90.12,64.92,1,1,0.94,Testing,HIGH
30.08,20.6,76.96,73.23,2,2,1.0,Data Science,HIGH
48.88,32.22,66.71,51.7,0,0,0.885,Security,HIGH
51.59,54.85,59.79,8.26,2,0,0.888,Software Engineering,LOW
67.65,60.92,78.5,22.39,2,0,0.973,Software Engineering,MEDIUM
63.65,65.67,78.87,16.73,1,0,1.0,Database,LOW
16.06,34.1,64.52,47.14,0,0,0.82,Programming,MEDIUM
43.27,48.16,68.75,29.95,2,0,1.0,Artificial Intelligence,MEDIUM
59.15,48.74,72.01,32.31,1,1,1.0,Artificial Intelligence,MEDIUM
51.82,38.46,60.65,36.58,0,1,1.0,Testing,MEDIUM
36.81,26.19,53.48,51.04,1,1,0.942,DevOps,HIGH
59.27,58.88,58.39,0.0,2,1,0.904,Testing,LOW
43.85,41.15,77.52,46.92,1,0,0.909,Programming,MEDIUM
55.24,63.91,67.0,4.62,0,0,0.936,Data Science,LOW
56.76,47.42,57.8,17.97,1,1,0.763,Database,LOW
46.68,44.88,55.84,19.62,0,0,0.91,Programming,LOW
41.55,40.65,73.28,44.53,0,0,0.955,DevOps,MEDIUM
36.86,41.8,73.89,43.42,1,0,1.0,Database,MEDIUM
65.45,68.76,78.3,12.18,2,2,0.907,Testing,LOW
24.38,25.61,69.74,63.28,0,0,0.787,Data Science,HIGH
60.82,57.63,83.81,31.23,2,1,0.911,General,MEDIUM
94.97,88.36,76.92,0.0,1,2,0.994,General,LOW
46.86,34.07,70.52,51.69,1,1,1.0,Programming,HIGH
28.72,35.72,73.95,51.69,0,1,0.903,Data Science,HIGH
46.42,46.36,67.56,31.38,1,2,0.673,Programming,MEDIUM
100.0,80.16,64.16,0.0,3,2,1.0,Backend,LOW
36.62,44.68,57.39,22.15,1,0,0.806,Testing,MEDIUM
31.91,42.05,80.04,47.46,0,0,0.88,Security,MEDIUM
50.75,48.46,81.43,40.49,2,0,0.967,Security,MEDIUM
48.65,48.85,69.16,29.37,0,0,0.874,Data Science,MEDIUM
49.65,46.66,88.81,47.46,3,0,1.0,Software Engineering,MEDIUM
14.59,15.66,66.03,76.28,3,1,0.817,Backend,HIGH
55.65,61.78,68.53,9.84,1,1,0.878,Data Science,LOW
0.0,0.0,69.44,100.0,2,0,0.817,Security,HIGH
69.36,58.06,70.41,17.53,1,0,0.851,Artificial Intelligence,LOW
32.62,35.69,69.18,48.41,0,0,0.824,Programming,MEDIUM
8.22,15.44,59.84,74.2,0,0,1.0,Testing,HIGH
68.15,67.91,67.85,0.0,1,0,1.0,Artificial Intelligence,LOW
70.04,65.03,68.86,5.56,1,1,0.84,Testing,LOW
8.34,14.62,73.4,80.08,1,2,1.0,Software Engineering,HIGH
36.21,30.78,76.79,59.92,1,0,0.906,Security,HIGH
34.84,20.04,67.36,70.26,2,0,0.869,General,HIGH
37.82,35.46,72.08,50.81,2,1,0.821,Backend,HIGH
65.83,57.01,99.62,42.78,0,1,1.0,Software Engineering,MEDIUM
16.85,23.37,50.52,53.75,0,0,0.921,Backend,HIGH
86.66,91.85,84.67,0.0,2,1,0.866,DevOps,LOW
49.25,46.74,50.88,8.14,1,1,0.88,Artificial Intelligence,LOW
33.08,30.21,62.18,51.41,1,0,0.806,Data Science,HIGH
60.1,67.47,93.42,27.77,0,1,0.832,Database,MEDIUM
0.0,16.79,63.95,73.74,0,0,0.938,Backend,HIGH
36.58,47.58,60.09,20.82,0,0,0.879,Backend,MEDIUM
45.68,50.91,69.74,27.0,1,0,0.954,Testing,MEDIUM
26.4,39.34,85.17,53.81,1,0,1.0,Artificial Intelligence,HIGH
16.59,28.42,77.38,63.27,0,0,1.0,Database,HIGH
43.22,54.79,73.71,25.66,2,1,0.855,Database,MEDIUM
73.26,73.54,80.73,8.91,0,1,0.843,DevOps,LOW
8.59,9.37,66.9,85.99,1,2,0.872,General,HIGH
52.45,50.77,62.85,19.22,0,0,0.852,Programming,LOW
66.65,65.36,83.89,22.09,0,0,1.0,DevOps,MEDIUM
49.71,47.68,65.66,27.38,1,0,0.692,Database,MEDIUM
83.63,60.49,78.74,23.17,2,1,1.0,Programming,MEDIUM
56.05,59.28,75.2,21.17,2,1,0.8,Data Science,MEDIUM
16.24,21.42,66.04,67.56,1,0,0.914,DevOps,HIGH
69.03,68.09,76.48,10.97,2,1,0.904,Testing,LOW
50.19,43.83,61.0,28.14,1,1,0.937,Testing,MEDIUM
46.44,51.55,76.97,33.03,0,0,1.0,Programming,MEDIUM
100.0,95.15,82.98,0.0,1,0,1.0,Backend,LOW
61.04,47.07,75.14,37.36,0,0,1.0,Security,MEDIUM
52.55,48.4,71.03,31.87,2,1,0.62,Data Science,MEDIUM
33.72,35.43,74.15,52.22,0,0,0.9,Artificial Intelligence,HIGH
36.79,46.21,80.8,42.8,2,1,0.977,Programming,MEDIUM
81.22,94.3,74.4,0.0,2,0,1.0,Data Science,LOW
13.65,26.72,56.28,52.52,0,1,0.899,DevOps,HIGH
9.29,2.73,76.9,96.45,1,0,0.998,Security,HIGH
40.54,40.53,75.88,46.59,1,1,1.0,Backend,MEDIUM
74.01,66.05,87.47,24.49,2,2,1.0,Software Engineering,MEDIUM
26.27,29.19,68.39,57.32,0,1,1.0,DevOps,HIGH
47.21,59.28,71.94,17.6,2,1,0.889,General,LOW
66.29,63.73,75.24,15.3,2,0,0.763,General,LOW
22.44,16.26,59.62,72.73,1,1,0.998,Data Science,HIGH
14.17,21.14,76.96,72.54,1,0,1.0,Database,HIGH
17.84,15.99,76.82,79.18,1,0,0.959,Security,HIGH
34.81,40.63,57.02,28.76,1,0,0.859,DevOps,MEDIUM
56.37,51.96,68.08,23.69,1,1,0.759,Programming,MEDIUM
49.09,60.62,75.6,19.82,1,1,0.949,Database,LOW
49.0,40.28,63.58,36.65,3,1,0.831,Software Engineering,MEDIUM
61.76,51.14,52.89,3.31,1,2,1.0,Software Engineering,LOW
50.96,56.7,64.09,11.53,0,2,0.809,Artificial Intelligence,LOW
8.84,8.1,63.73,87.29,0,2,0.612,DevOps,HIGH
8.51,11.42,54.48,79.04,2,1,1.0,Backend,HIGH
33.34,15.43,67.25,77.06,1,1,0.887,Testing,HIGH
34.86,31.52,67.51,53.31,2,0,0.99,Programming,HIGH
53.43,68.56,85.85,20.14,1,0,0.964,General,MEDIUM
9.12,0.94,62.13,98.49,1,0,1.0,General,HIGH
66.23,75.92,94.94,20.03,0,0,1.0,DevOps,MEDIUM
26.44,36.87,50.11,26.41,1,0,0.971,Software Engineering,MEDIUM
56.21,56.47,70.13,19.48,2,1,0.813,Software Engineering,LOW
55.83,58.74,65.0,9.62,2,0,0.874,Database,LOW
23.18,32.13,75.42,57.4,0,0,1.0,Programming,HIGH
47.29,43.3,59.49,27.2,3,0,0.853,Artificial Intelligence,MEDIUM
19.45,37.09,69.55,46.67,1,1,0.88,Database,MEDIUM
45.93,44.8,69.35,35.4,0,1,0.878,DevOps,MEDIUM
59.74,61.97,76.12,18.59,0,1,1.0,Testing,LOW
16.91,17.53,89.14,80.33,3,1,0.845,Database,HIGH
33.26,25.9,78.91,67.17,0,0,1.0,DevOps,HIGH
28.35,23.0,67.45,65.91,2,1,0.98,Software Engineering,HIGH
11.11,18.07,74.22,75.65,0,1,0.918,Programming,HIGH
66.54,65.54,73.07,10.31,2,1,1.0,DevOps,LOW
71.39,65.87,88.59,25.65,3,2,0.82,Artificial Intelligence,MEDIUM
53.7,44.13,58.59,24.68,1,1,0.859,Testing,MEDIUM
40.29,41.21,74.45,44.65,0,1,1.0,General,MEDIUM
52.32,53.64,67.59,20.64,4,0,1.0,Software Engineering,MEDIUM
34.12,36.86,61.7,40.26,1,1,1.0,Testing,MEDIUM
44.55,39.09,75.39,48.16,2,0,0.901,Backend,MEDIUM
18.33,23.75,66.59,64.33,2,0,1.0,Database,HIGH
78.37,77.8,66.92,0.0,0,0,1.0,Data Science,LOW
38.03,34.52,58.49,40.99,3,0,0.709,Security,MEDIUM
20.1,34.77,72.68,52.17,1,1,1.0,Software Engineering,HIGH
33.35,29.17,77.07,62.15,1,0,1.0,Data Science,HIGH
7.95,22.38,78.52,71.5,0,0,1.0,DevOps,HIGH
